,QED,QED,logP,logP,TPSA,TPSA,MolWt,MolWt
,mean,std,mean,std,mean,std,mean,std
Cluster,,,,,,,,
All,0.5907715113228109,0.15128575103028316,2.85841961419502,1.564492772699152,87.37870584405015,29.816932263788562,428.7512128438876,102.65698432754891
Cluster5,0.5891729834927777,0.1527415784330965,2.8582711091234367,1.6557091473786596,87.92238819320214,31.942583770635526,429.9535751341683,99.2410026073827
